rep,nullA_T,nullB_T,nullA_qSpearman,nullB_qSpearman,nullA_T_d2,nullA_T_d3,nullA_T_d4,nullA_T_d5,nullA_T_d6,nullA_T_d7,nullA_T_d8,nullA_T_d9,nullA_T_d10,nullA_T_d11
373,5.5e-05,0.001245,0.028304,0.02411,0.003535,0.001614,0.003558,3.5e-05,0.000113,0.00525,0.008268,0.004158,0.005382,0.001032
374,0.001658,0.001541,0.027247,0.023745,0.003317,0.004512,0.000733,0.001516,0.003633,0.005332,0.003575,0.000772,-0.000548,-0.0089
375,0.001643,0.000622,0.027971,0.026361,0.003001,0.002032,0.00047,0.004251,0.002767,0.004442,-0.001348,0.003061,0.008078,0.004909
376,0.003022,-0.002895,0.029062,0.022431,0.002059,0.002907,0.003437,0.003615,0.003569,-0.002739,-0.001479,0.004183,0.007126,0.002086
377,0.004393,0.000719,0.025403,0.023374,0.000301,0.004813,0.00268,0.00269,0.001322,0.000161,0.000509,0.002442,0.004645,0.001384
378,0.002359,-0.000889,0.0291,0.024326,0.0012,0.004538,0.00123,0.002827,0.002748,0.000885,0.002312,0.00397,0.003577,0.006035
379,0.003266,-0.000729,0.027129,0.023042,0.003293,0.000108,-0.000223,0.00574,0.00486,-0.00129,0.005702,-0.002333,0.006158,0.004539
380,0.003998,-0.00097,0.02977,0.024618,0.000689,0.004426,0.002367,0.00085,0.003548,0.001903,0.002069,-0.000173,0.005373,-0.001408
381,0.002995,0.000558,0.030152,0.024484,0.003174,0.0026,0.00177,0.002438,0.000616,0.000926,0.004608,0.005591,0.000857,-0.001093
382,0.003851,-0.002463,0.029415,0.02354,0.000584,0.002127,0.001136,0.002285,0.001475,0.002348,0.005806,0.006714,0.003979,-0.000718
383,0.001162,-0.000509,0.027506,0.022346,0.000282,0.003488,0.007402,-0.0001,0.004114,0.001023,0.002686,0.00465,0.001189,0.001172
384,0.004171,0.000113,0.029101,0.023758,-0.000165,-0.000548,0.002584,0.006806,0.004616,0.00395,-0.001563,0.001962,0.001669,0.005493
385,0.001646,-0.000859,0.03063,0.023311,0.001902,0.002674,0.002818,0.003386,0.00381,0.000291,0.005323,0.000112,0.005487,-0.000796
386,0.00418,0.001176,0.030906,0.025188,0.000436,0.001698,0.005546,-0.000617,0.003863,0.002673,0.001978,0.002567,0.003235,-0.000355
387,0.001945,-0.000642,0.02811,0.025029,0.003464,0.002363,0.00316,0.00098,0.004209,0.00237,0.002976,-0.003319,0.002558,0.009969
388,0.003063,0.000762,0.028971,0.025986,0.004239,0.001682,0.00104,0.003406,0.001747,0.003147,-0.00034,0.002483,0.001052,0.005728
389,0.000162,-0.000309,0.027572,0.022675,0.00241,0.004485,0.001267,0.002789,0.002482,0.00485,0.002784,0.003102,0.005237,-0.002426
390,0.004443,-0.0001,0.029424,0.024232,0.002119,0.000427,0.000852,0.005109,0.003901,0.000402,0.0026,0.005518,-0.000453,-0.004343
391,0.002653,0.000735,0.029404,0.023607,0.003797,0.002695,0.002933,0.002393,-0.001466,0.003333,0.002151,0.002346,0.001615,0.005201
392,0.003076,0.001053,0.030571,0.025296,0.000545,0.001516,0.001308,0.004893,0.000736,0.003312,0.006959,0.003452,0.001307,0.00404
393,0.003408,-0.000323,0.029833,0.023817,0.002501,0.001907,0.004634,-0.001162,0.00369,0.00012,0.002767,4.5e-05,0.006471,0.007975
394,0.002881,0.000252,0.026844,0.023638,0.003883,0.001112,0.004298,0.001315,0.004352,0.002027,-0.000138,0.003613,-0.005002,0.003012
395,0.001459,-0.000859,0.027907,0.023436,0.002813,0.002588,-0.000355,0.001458,0.005684,0.005463,0.001025,0.00383,0.003039,0.005696
396,0.003003,0.00013,0.027442,0.023416,0.003764,0.001775,0.002728,8.3e-05,0.005666,0.003474,0.001444,-0.000671,-0.003338,0.005958
397,0.000382,-0.00337,0.027468,0.024563,0.002347,0.005312,0.001903,0.006072,0.002165,0.001853,-0.001358,0.001887,0.000198,0.007694
398,0.002241,-0.001023,0.027427,0.022514,0.004257,0.003324,0.00037,0.002239,0.003108,0.001693,0.005204,-0.001012,-0.001263,0.005384
399,0.001611,3.5e-05,0.027812,0.023306,0.003358,0.000575,0.00581,0.001626,0.004958,-0.000996,0.003507,-4.9e-05,0.003093,0.004339
400,0.002125,-0.001226,0.028317,0.024137,0.003502,0.001671,-0.000832,0.00224,0.004332,0.002976,0.001924,0.007197,0.005285,0.000396
401,0.003313,0.000625,0.026439,0.026362,0.004588,0.004204,0.001509,0.001603,0.000808,0.001459,0.002497,-0.000302,-0.005637,0.01012
402,0.001864,-0.000681,0.027653,0.021886,0.003237,0.000187,0.002224,0.002134,0.005806,0.001103,0.004074,0.003495,0.002965,0.003224
403,0.002151,-0.001496,0.029216,0.02494,0.00287,0.000489,0.000944,0.003004,0.001741,0.005384,0.004188,0.004679,0.004182,0.001621
404,0.001465,-0.001244,0.027935,0.025289,0.004168,0.003368,0.002838,0.002421,0.003279,-0.001004,-0.003131,0.007893,0.00425,0.001538
405,0.002323,-0.000717,0.028916,0.023843,0.003072,0.001318,0.003098,0.001814,0.002051,0.000752,0.003586,0.003914,0.007124,0.001428
406,0.002355,-0.001093,0.028669,0.022076,0.000683,0.00039,0.005552,0.004212,0.005354,0.000292,-0.000303,0.001846,0.007276,0.00098
407,0.001994,0.001321,0.026743,0.026307,0.000957,0.000483,0.005053,0.001131,0.006362,0.003166,0.004749,0.001924,-0.001062,0.002713
408,0.005129,0.003709,0.0308,0.02407,0.002981,0.002291,0.002718,0.001158,0.000809,0.000479,0.003682,-0.000698,0.00181,0.003266
409,0.001319,0.000784,0.028625,0.024679,0.003845,0.002292,0.004166,0.00253,0.000898,-0.000854,0.005381,0.001637,0.004491,0.002468
410,0.00054,-0.001071,0.027191,0.022765,0.001082,0.003639,0.003048,0.002892,0.001769,0.004277,0.005017,0.003701,0.002971,0.000366
411,0.002308,-0.002434,0.026925,0.022016,0.002016,0.003166,0.001401,0.001948,0.00543,-0.000419,-0.000365,0.007744,0.004625,0.003064
412,0.001256,-0.000948,0.028967,0.024233,0.000826,0.002972,0.004405,0.000984,0.004933,0.004645,0.000748,0.004616,0.00147,2.3e-05
413,0.003224,-0.001529,0.029184,0.020466,0.002755,0.003402,0.001813,0.000884,3.6e-05,0.003599,0.001986,0.003543,0.007597,-0.002752
414,0.003516,-0.002472,0.028808,0.023671,0.003253,0.000493,0.005128,0.002273,0.003108,0.000434,0.000532,0.000372,0.001406,0.004023
415,0.001837,9.2e-05,0.028579,0.026103,0.001183,0.004015,0.00258,0.004555,0.001283,0.005621,0.001758,-0.004448,0.005351,0.002704
416,0.00302,-0.001745,0.028438,0.023842,0.004962,0.00138,-0.000182,0.005771,0.00245,0.00124,0.003833,0.000184,-0.002053,-0.003335
417,0.002082,0.00155,0.02701,0.023605,0.000617,0.001994,0.001962,0.001676,0.002014,0.005063,0.003339,0.002731,0.008208,0.013767
418,0.000624,-0.000919,0.029452,0.023517,0.003175,0.002357,0.004668,0.001787,0.000995,0.002332,0.002766,0.005126,0.000353,0.009096
419,0.002782,-0.001141,0.027449,0.024862,0.004724,0.004219,0.00312,0.002988,-0.002848,0.001685,0.000135,0.001623,0.00091,0.00346
420,0.002761,0.000216,0.027155,0.024088,0.002732,0.004421,0.003496,0.003536,-0.001103,0.003003,0.001339,-0.001311,0.003435,-0.003272
421,0.001269,0.001547,0.026515,0.025471,0.002934,0.004407,0.002302,0.00327,-0.000315,0.003792,4.1e-05,0.007188,-0.001652,0.003796
422,0.00228,0.001784,0.026374,0.023641,0.003585,0.005331,-0.000415,0.001681,0.006219,-0.001744,0.002065,0.00013,0.000698,0.007617
423,0.003201,-0.00147,0.02988,0.021249,0.001539,0.001711,0.001796,0.004048,0.003131,0.005209,0.002986,0.004014,-0.00402,-0.005905
424,0.000933,-0.001284,0.030003,0.022368,0.00406,0.001431,0.00322,0.005913,-0.000649,0.001409,0.002626,0.004441,0.003558,-0.001387
425,0.00058,0.003041,0.024867,0.024283,0.001136,0.005198,0.001814,0.002517,0.004043,0.002624,0.004126,-0.001661,0.004292,0.009579
426,-0.000127,-0.000735,0.022828,0.024721,0.004642,0.002798,0.001794,0.002808,0.003843,0.002825,0.003519,0.005502,-0.005116,0.00172
427,0.003414,-0.001556,0.028698,0.023809,0.002001,0.00212,-0.002488,0.00473,0.002187,0.001366,0.003012,0.01089,0.001881,0.00536
428,0.002916,-0.001058,0.028642,0.022696,0.002701,0.001279,0.004471,0.005157,0.000649,0.000536,0.00087,0.006313,-0.002947,-0.00198
429,0.002064,-0.000147,0.027884,0.025571,-7.5e-05,0.003837,0.00258,0.003554,0.002448,0.00237,0.003613,0.00314,0.003206,0.004761
430,0.002925,-0.000331,0.027868,0.024965,0.003446,0.00086,0.001988,0.002901,0.003205,0.001058,0.00473,0.002598,-0.002032,0.005763
431,0.006486,-0.000642,0.029363,0.023607,0.001586,0.001747,0.000509,0.000362,0.000585,0.002574,0.005974,-0.001962,0.00615,0.007365
432,0.002918,-0.000449,0.031728,0.023514,0.002739,0.000514,0.002676,0.003949,0.001429,0.003228,0.006848,-0.001082,-0.000934,0.003405
433,0.001959,-0.00094,0.025892,0.026547,0.00322,0.001828,0.004678,0.001892,0.008034,0.000283,0.002009,-0.004041,0.000424,-0.003684
434,0.000876,-0.000335,0.025783,0.022306,0.001967,0.001827,0.003811,0.004145,0.003347,0.002225,0.001914,0.006568,-0.002045,0.003877
435,-0.000134,-0.00177,0.026515,0.023438,0.002762,0.00221,0.002695,0.004216,0.004698,0.003725,0.001699,0.003646,0.000589,0.00077
436,0.000756,-0.000987,0.02756,0.022129,0.003275,0.00177,0.001613,0.002009,0.003328,0.002518,0.006155,0.001833,0.007662,0.001903
437,0.005479,-0.000685,0.028189,0.024187,0.000213,0.002367,0.002545,0.001517,0.001771,0.000593,0.003615,0.006586,-0.002536,0.006518
438,0.002542,0.000513,0.028699,0.02396,0.00281,0.00493,0.001947,0.003287,0.00143,0.000984,0.001046,0.001821,0.001653,-0.002026
439,0.005408,2.2e-05,0.028459,0.022767,0.000739,0.002014,0.003138,0.000848,0.001917,0.005356,0.001415,0.00014,-0.002883,0.008928
440,0.002335,0.000188,0.028347,0.025307,0.001558,0.003939,1.9e-05,0.004397,0.002497,0.002814,0.00646,0.001682,-0.004882,0.005778
441,0.003505,-0.000344,0.029702,0.024191,0.001169,0.004384,0.002323,0.00351,0.00279,0.003192,0.001707,-0.002875,0.002075,-0.004467
442,0.004465,0.001551,0.029673,0.02372,0.001104,0.004442,0.000994,0.001812,0.003947,-3.7e-05,-0.000519,0.006708,0.002544,-0.003866
443,-0.000967,0.00077,0.02785,0.0249,0.003141,0.002982,0.000946,0.005265,0.006624,0.001084,0.000255,0.004662,-0.000498,0.012769
444,0.001863,-0.000985,0.028066,0.021312,0.001266,0.001609,0.001677,0.00262,0.004316,0.003082,0.003005,0.008481,0.000833,0.003785
445,0.002177,0.000994,0.027597,0.024468,0.000796,0.000269,0.001906,0.004951,0.002986,0.006136,-0.000523,0.004589,0.008603,0.001925
446,0.000287,0.001522,0.029838,0.02636,0.000823,0.004316,0.003928,0.003849,0.001099,0.004901,0.000136,0.00248,0.00152,0.012833
447,0.001066,0.000194,0.029329,0.023852,-0.000305,0.005715,0.002061,0.004925,0.003214,0.001441,0.002148,0.003111,0.003355,0.001338
448,0.00196,-0.002088,0.026873,0.025008,0.00161,0.001793,0.004035,0.001899,0.002713,0.006461,-0.000534,0.006188,-0.002605,0.004376
449,0.002102,0.00045,0.026501,0.023928,0.002077,-0.00015,0.003245,0.003319,0.004686,0.00512,0.003318,0.003048,-0.004597,0.004821
450,0.001257,0.000717,0.025676,0.024588,0.004143,0.003016,0.005145,-0.000523,0.005239,0.000261,0.002926,0.001414,-0.000663,-0.003662
451,0.000533,0.001586,0.02643,0.023311,0.002219,0.004422,0.002109,-0.000111,0.001043,0.003899,0.005758,0.006545,0.005005,0.001282
452,0.002615,-0.001467,0.027911,0.023855,-0.000114,0.002062,0.003759,0.004079,0.004553,0.001926,0.000879,0.006693,0.000719,-0.003091
453,0.002801,-0.002059,0.02891,0.021637,0.003297,0.00226,0.000261,0.001787,0.005544,0.004327,0.002498,0.002393,-0.002194,-0.002881
454,0.000231,-0.001113,0.027183,0.023597,0.005342,0.000445,0.003864,0.002617,0.003812,0.002438,0.002241,0.002152,0.001551,0.000757
455,0.004641,-0.002132,0.02932,0.022769,-6.6e-05,0.001266,0.000309,0.003931,0.00236,0.000779,0.005063,0.002545,0.004517,0.016897
456,0.001381,-0.001538,0.028646,0.023232,0.003263,0.003429,0.001984,0.001505,0.004886,0.001073,0.000723,0.003284,0.005035,0.001
457,0.001365,-0.003102,0.026616,0.026194,0.004017,0.003994,0.00078,0.002312,-3.9e-05,0.00467,0.008234,0.001437,-0.00412,-0.001997
458,0.00043,-0.001847,0.026317,0.021684,0.001908,0.005145,0.00188,0.003712,0.001999,0.004432,0.00072,0.002962,0.004186,-0.001601
459,0.003143,0.000913,0.026647,0.024762,0.002509,0.000878,0.00188,0.002055,0.004617,0.002862,0.001403,0.002898,0.001542,0.007182
460,0.002128,0.001675,0.027907,0.0248,0.004947,0.004153,0.001157,0.00154,0.001932,0.004451,0.000428,-0.002494,0.001646,0.001679
461,0.00407,0.003087,0.029707,0.024898,0.000289,0.002838,0.003714,0.002382,-5.4e-05,0.005122,-0.000133,0.001778,0.005417,0.003005
462,0.003516,0.000977,0.029205,0.027054,0.004879,-0.000264,-0.001593,0.00315,0.006142,0.001218,0.004566,0.004422,0.000436,-0.006071
463,0.000767,-0.001255,0.028923,0.02455,0.005523,0.003692,-0.00058,0.001093,0.005974,0.002727,0.00283,0.000544,0.001914,-0.002836
464,0.00222,-0.002147,0.028584,0.022585,0.004192,0.001653,-7e-05,0.004434,0.001856,0.002501,0.000494,0.003177,0.009363,-0.001798
465,0.004221,-0.000604,0.029674,0.025656,0.002636,0.003839,0.002627,-0.001217,8e-06,0.001977,0.000451,0.002929,0.009992,0.003073
466,0.003568,-0.001697,0.02764,0.022848,0.002403,0.002287,0.004438,0.003817,-0.002651,-0.002327,0.001463,0.008826,0.001943,0.008752
467,0.000775,0.001951,0.029104,0.022992,-0.000263,0.007589,0.005471,0.000646,0.00139,0.001845,0.003577,0.001416,0.001572,0.001869
468,0.002578,-0.000734,0.027018,0.023908,0.002166,0.003352,0.002164,0.000666,0.004976,0.001229,0.000358,0.004181,0.003714,0.003995
469,0.001671,0.000488,0.027476,0.02654,0.001875,0.002872,0.002667,0.001019,0.002326,0.007477,-0.001028,0.002761,0.006205,0.004195
470,0.000363,0.001223,0.029435,0.023674,0.002303,0.004228,0.003112,0.002041,5.3e-05,0.000652,0.005376,0.00466,0.007956,0.004511
471,0.003233,0.001512,0.030724,0.023882,0.003036,0.002795,0.000976,0.003126,0.004152,0.00297,-0.001479,0.001903,0.000368,0.002775
472,-3e-05,-0.002591,0.026059,0.022321,0.004148,0.000914,0.000611,0.005241,0.003632,0.003894,0.003399,-0.000682,0.005935,0.007937
473,0.003322,3e-06,0.028662,0.024378,0.001578,0.004811,0.001425,0.002937,0.002808,0.004792,-0.000609,-0.001604,0.003486,-0.004613
474,0.002203,-0.002522,0.028324,0.023155,0.003317,0.001384,0.002765,0.002416,0.002661,0.003916,0.001822,0.000409,0.005176,0.000281
475,0.002305,-0.000303,0.029586,0.02252,0.003251,0.003018,0.002937,0.003954,0.002596,0.003171,0.001146,0.000939,-0.007792,0.004223
476,0.003997,-0.001305,0.027776,0.022994,0.00207,0.002673,0.001895,0.003376,0.002477,0.003884,-0.002151,0.001397,0.002046,0.002293
477,0.001602,0.001158,0.026526,0.023196,0.003526,0.003022,0.002511,-0.000382,0.005331,0.003152,0.000532,0.002766,0.006727,-0.005582
478,0.00141,-0.001024,0.028807,0.021584,0.007272,0.003716,-0.001775,0.001007,0.000659,0.000823,0.002714,0.001243,0.00894,0.008586
479,0.002982,-0.002619,0.027548,0.022004,0.002012,0.003361,0.002614,0.001641,0.003064,0.000361,0.002751,0.002379,0.005799,-0.002163
480,0.001006,0.001195,0.026568,0.026141,0.003625,0.001635,0.004195,0.004852,0.001271,0.001288,0.005764,-0.000987,-0.000964,0.001854
481,0.000157,-0.001724,0.027414,0.024768,0.005802,0.003961,0.002056,0.001503,-0.000686,0.001812,0.001306,0.006413,0.002666,0.006513
482,0.002587,0.002634,0.028812,0.024727,0.00225,0.002341,0.0037,0.000513,0.003208,0.005044,0.000603,0.001889,0.001129,0.003559
483,0.002315,0.00032,0.028825,0.025771,0.001586,0.005379,0.002635,0.004086,0.00031,0.00013,-0.000147,0.002114,0.003857,0.008101
484,0.003731,-0.00182,0.030503,0.023293,0.003602,-0.000162,0.001178,0.001733,0.001348,0.005721,0.002303,0.004881,0.001268,0.003405
485,0.000567,-0.000374,0.028532,0.025507,0.003448,0.001018,0.001091,0.004257,0.003316,0.005074,0.004987,0.003046,0.000487,-0.000112
486,0.002945,-0.001749,0.026926,0.024913,0.003325,0.002706,0.002793,0.003619,0.003752,-0.002529,-0.000282,0.001982,0.006608,-0.00208
487,0.002491,0.002535,0.029111,0.026746,0.003311,-0.000618,0.005012,0.004247,-0.000612,0.001574,0.00655,-0.002661,0.006199,0.003996
488,0.003004,-0.000664,0.028325,0.023814,-0.000498,0.00141,0.002171,0.005469,0.001761,0.004315,0.007243,-0.00075,0.001838,0.004792
489,0.001511,0.001723,0.027869,0.024377,0.003471,0.003666,0.00153,0.001626,0.003183,0.001824,0.002419,0.002531,0.005466,-0.000801
490,0.001927,-0.002653,0.028063,0.020685,0.001183,0.002882,0.004103,0.005598,0.000529,0.002626,0.000908,0.002888,0.001081,0.001836
491,-0.000214,0.000441,0.028276,0.02471,0.002467,0.005561,0.003655,-0.00013,0.003313,0.005535,0.000387,0.003118,0.001629,0.001266
492,0.00041,-0.000606,0.026849,0.024717,0.000871,0.00359,0.003956,0.001341,0.002682,0.003244,0.008093,-0.002832,0.005599,0.009627
493,0.002026,0.000502,0.027906,0.024313,-0.000544,0.002631,0.003152,0.003417,0.004421,-0.000265,0.003167,0.007958,-0.000727,0.013695
494,0.001589,0.000573,0.026534,0.024884,0.002819,0.00165,0.001246,0.004485,0.003689,0.000402,0.005618,0.004759,0.003092,-0.005425
495,0.003236,0.00187,0.028696,0.024718,0.00087,0.001626,0.002287,0.002542,0.002128,0.003533,0.005743,0.001993,0.003225,0.002803
496,0.001707,0.000174,0.026985,0.026564,0.001625,0.004519,0.002106,0.00447,0.000206,0.002051,0.002488,0.004714,0.000766,0.002665
497,0.002293,0.001435,0.028045,0.025408,0.001465,0.004801,0.002673,0.003048,0.004943,-0.000844,0.001491,0.001097,-0.000381,0.003782
498,0.004135,-0.000401,0.028459,0.024721,3.5e-05,0.003336,-0.000355,0.003205,0.002806,0.003238,0.004076,0.002123,0.005499,0.00147
499,0.003571,-0.001411,0.029731,0.024167,0.001508,0.004227,0.002762,0.002783,0.000991,-0.000385,0.005182,0.000596,0.000467,0.002245
500,0.001216,-0.002044,0.028034,0.023533,0.003042,0.003228,0.002184,0.002077,0.004127,0.004517,-0.000503,0.002271,0.004121,-0.001601
501,0.000812,-0.001562,0.02739,0.023597,0.003469,0.005645,0.00092,0.003184,0.002182,0.003701,0.003496,-0.002812,-0.000575,0.003492
502,0.003323,5.5e-05,0.02631,0.02221,0.002951,0.001753,0.005487,0.002286,-0.003324,0.003903,0.002855,0.004186,0.00078,-0.003256
503,0.001738,-0.00104,0.030041,0.022925,0.000877,0.004168,0.002019,0.00374,0.001448,0.003728,0.004313,0.001225,0.006798,-0.006061
504,0.001815,-3.8e-05,0.027042,0.025298,0.003533,0.001768,0.002865,0.003795,0.003659,-0.002577,0.000992,0.004103,0.00582,0.005902
505,0.000809,-0.001615,0.026875,0.023635,0.002059,0.000956,0.003887,0.003331,0.001492,0.002594,0.002122,0.012122,-0.001135,0.006536
506,0.001388,-0.002323,0.027776,0.023073,0.004112,0.001892,0.002145,0.004848,0.002118,0.000776,0.001718,0.00168,0.004569,0.001471
507,0.00279,0.002201,0.027162,0.026144,0.000812,0.004685,0.003443,0.004002,-0.000946,-7.9e-05,0.004509,0.001804,0.00534,-0.001118
508,0.003575,0.000567,0.028825,0.023582,0.00338,0.001308,0.004025,0.002802,0.002081,0.003112,0.003411,-0.002945,-0.00543,0.004838
509,0.002504,0.002501,0.027061,0.025463,0.004147,0.001755,0.00066,0.003982,0.000142,0.001964,0.006442,0.001836,0.000162,0.003403
510,0.002595,0.002662,0.029213,0.025196,0.000186,0.004049,0.003605,0.003984,0.001251,0.00253,0.001454,0.003544,-0.000466,0.004303
511,0.002075,0.000698,0.028058,0.024398,0.002384,0.005031,0.003467,0.002825,0.002537,-0.000834,-0.000767,0.004304,-0.000505,0.004289
512,0.002423,-0.000712,0.027051,0.023107,0.002318,0.002536,0.004065,0.003517,-0.001517,0.003734,0.000808,0.002568,0.005123,0.002995
513,0.002749,0.002492,0.030152,0.027701,0.002428,0.003642,0.002931,0.004212,-0.000864,0.00348,0.00402,-0.003319,0.001645,0.00164
514,0.002183,-0.000739,0.028855,0.02303,0.00226,0.001591,0.002719,0.003566,0.003541,0.002431,0.002978,0.004032,-0.00055,-0.000319
515,0.003862,0.001206,0.029251,0.022207,0.002616,0.004351,0.001099,0.001836,0.002552,0.00343,0.000828,-0.001347,0.002537,-0.002682
516,0.001181,-0.002139,0.026808,0.020833,0.002651,0.002977,0.001027,0.003034,0.005629,0.002724,0.001154,0.002465,0.002171,0.00405
517,0.00368,0.000845,0.029162,0.023674,0.002818,0.003841,0.003037,0.001311,9.9e-05,-0.001149,0.003406,0.002811,0.006927,-0.003994
518,0.001641,0.000181,0.025964,0.026702,-0.000295,0.001363,0.004098,0.003631,0.001194,0.009604,0.001269,0.003213,0.001567,0.004882
519,0.003664,-0.003877,0.030665,0.022234,0.000943,0.001348,0.001368,0.002146,0.002436,0.001617,0.006236,0.003517,0.003501,0.010761
520,0.000757,0.001392,0.028186,0.022291,0.002926,0.00045,0.001286,0.000831,0.004891,0.002193,0.007074,0.005861,0.007046,0.005645
521,-0.000122,-0.000862,0.028464,0.024589,0.004,0.000985,0.003946,0.002511,0.00332,0.002392,0.005895,0.001314,0.003717,7.1e-05
522,0.003574,0.000294,0.027649,0.024669,0.001494,-4.5e-05,-0.000828,0.003587,0.003457,0.002713,0.004585,0.008804,0.002874,0.006425
523,0.002362,-0.001661,0.027144,0.025889,0.002656,0.003853,-0.001074,0.004191,0.003579,0.002201,0.003385,0.007437,-0.002674,-0.007448
524,0.004172,0.001874,0.029828,0.021723,0.002083,0.001517,0.002063,0.002265,0.004059,-0.000708,0.00266,0.006411,-0.002307,0.004958
525,0.003557,0.0017,0.029488,0.024261,0.001839,0.004261,0.004109,8e-05,0.00118,0.002414,0.000412,0.001324,-0.001336,0.012159
526,0.001282,0.002632,0.027172,0.024947,0.003692,0.005289,0.002612,-0.000143,0.003929,0.002429,-0.001191,0.003302,0.001282,0.001537
527,0.004043,-0.001715,0.026671,0.024688,0.003242,0.002542,0.001629,0.001203,0.001224,0.00437,0.001779,-0.000294,0.004272,-0.001769
528,0.00358,-0.001863,0.02869,0.023841,0.002881,5.9e-05,0.00511,0.002083,0.004723,0.000742,0.000951,0.002572,-0.000805,-0.002561
529,0.004608,-0.001925,0.028749,0.02188,0.001597,0.003583,0.002287,-0.001009,0.002567,0.001344,0.002764,0.005826,0.003354,-0.003999
530,0.002561,0.000945,0.029304,0.024673,0.00298,0.002338,0.002996,0.001216,0.003967,0.003264,-8.4e-05,0.000213,0.005689,0.000452
531,0.002528,0.000625,0.027774,0.023077,0.00247,0.004635,0.001444,0.00166,0.005508,-0.004118,0.003461,0.004586,0.002325,0.001452
532,0.002006,-0.000242,0.027828,0.024103,0.00494,0.002421,0.002658,0.000771,0.001008,0.00233,0.00112,0.002867,0.005017,0.00278
533,0.005074,0.002013,0.027829,0.024522,0.004193,0.001636,0.003955,-0.00207,0.002336,0.000956,0.002128,-0.002043,0.004022,0.004752
534,0.0026,-0.000172,0.029579,0.025102,0.001278,0.003119,0.003136,0.004745,0.003401,0.00036,0.002206,-0.000534,-0.001415,0.009108
535,0.003078,0.000225,0.029894,0.023474,0.00128,0.002396,0.002407,0.003211,0.00093,0.004895,0.003241,0.001319,0.001434,0.003758
536,0.00337,0.002802,0.026424,0.024492,0.001318,0.003672,0.00268,0.002905,0.002605,0.000874,0.000949,2.3e-05,0.004943,0.004717
537,0.0027,-0.00204,0.028061,0.023549,0.004264,0.001618,0.000326,0.001857,0.004189,0.002818,0.000608,0.001612,0.003672,0.007403
538,0.003325,-0.001795,0.029904,0.025507,-0.000379,0.003091,0.002011,0.003142,0.002303,0.00531,0.008289,0.001577,-0.00234,-0.00862
539,0.003024,0.003584,0.026185,0.027025,0.001595,0.003558,0.003388,0.001664,0.003772,0.001441,-0.001652,0.001704,0.00742,0.000307
540,0.003542,0.001365,0.030844,0.023936,0.001468,0.003472,0.00528,0.003529,0.003754,-0.000427,-0.000718,-0.001267,0.003375,-0.00885
541,0.003874,-0.001967,0.027701,0.024442,0.004476,0.001363,0.000891,0.00405,0.002897,0.003452,-0.001262,-0.003562,0.000314,0.00874
542,0.004247,0.000149,0.029523,0.022945,0.001317,0.002442,0.000409,0.002856,0.0042,0.00552,0.000633,-0.000873,0.000627,0.004749
543,0.002345,0.00133,0.029117,0.02413,0.003788,0.002597,0.000829,0.003585,0.001634,0.00302,-0.002154,0.006351,0.001684,0.006264
544,0.002322,3.7e-05,0.028114,0.027255,0.003726,0.00238,0.002608,0.002348,0.001267,0.000513,0.001318,0.003332,0.008137,0.000772
545,0.001718,0.001124,0.029208,0.026249,0.004445,0.004315,0.003631,0.000173,0.001612,0.003552,-0.003867,0.003504,0.00061,0.007346
546,0.003407,0.002775,0.02756,0.026908,0.005818,0.001778,0.002213,-0.000123,0.003294,-0.000269,-0.000433,8e-06,0.00788,0.002636
547,0.00244,0.001071,0.028192,0.022434,0.001259,0.002933,0.002032,0.006314,0.000887,0.000786,0.00095,0.006563,-0.000344,0.005343
548,0.002794,0.000796,0.029148,0.023742,0.003639,0.001424,-0.000704,0.004018,0.004043,0.003385,0.001253,0.002585,-0.001386,0.009934
549,0.002248,0.000915,0.028315,0.021517,0.002667,0.000477,0.003229,0.003516,0.000316,0.002844,0.001181,0.003492,0.00915,0.007855
550,0.000178,0.000323,0.025731,0.025122,0.002081,0.005939,0.002096,0.000834,0.000938,0.002695,0.007055,0.003071,0.0029,0.002489
551,0.001525,-0.000995,0.029197,0.023744,0.003311,0.003275,0.005106,0.000994,0.002578,0.001138,0.003647,-0.0022,0.002283,0.002684
552,0.001433,8.3e-05,0.029601,0.025007,0.003218,0.002735,0.005722,0.00084,-0.001518,0.003443,0.00143,0.001573,0.003682,0.013541
553,0.003098,-0.000966,0.028631,0.025073,0.005221,0.002156,-0.000912,0.00341,0.000819,0.003874,-0.001416,0.004357,0.004226,0.001119
554,0.001264,-0.003352,0.028522,0.025899,0.002892,0.003219,-3.9e-05,0.004233,0.000976,0.00489,0.005205,0.000218,0.005881,-0.001096
555,0.001456,-3.1e-05,0.029556,0.023939,0.003685,0.001966,0.003589,0.0001,0.002154,0.003746,-0.001496,0.007477,0.001961,0.011571
556,0.001695,-0.000844,0.028499,0.024115,0.001468,0.004393,0.001248,0.001036,0.002819,0.002262,0.004236,0.001118,0.006468,0.012086
557,0.000995,-0.003317,0.028689,0.022383,0.003135,0.004067,0.003161,0.00386,0.004502,0.001504,-0.001743,-5e-05,0.004542,-0.004082
558,0.002422,-0.001097,0.028865,0.024547,0.002925,0.00167,0.001025,0.000609,0.00665,0.000355,0.002057,0.002519,0.003642,0.015327
559,0.002876,0.000655,0.028836,0.025201,0.001122,0.001911,0.001256,0.004091,0.00508,0.003153,0.003139,0.001896,0.001458,-0.002598
